id,service_type,service_id,is_default,is_active,priority,conditions,tenant_id,created_at,updated_at,service_type_id
bcf72b49-97ff-4782-8da1-0e098a46730b,ocean_roro,ae10063a-eb4a-4e04-9951-59f117fa7328,false,true,0,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
a019d886-a072-4f4c-95c6-95660def7da2,ocean_roro,1d02e82a-24c3-42b4-9ce2-f41e27c42022,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
39e7f48a-c10b-4e58-898b-5c550636e02d,ocean_roro,3f1d840d-f337-4a33-8ff6-946501f5f072,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
18ea0504-f7b2-4604-94d6-3f0aaeaa820b,ocean_roro,502187d0-b8ac-4a1a-861e-9587dce31619,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
7d7da064-8a62-4474-a9ab-a107a930df66,ocean_roro,d3643f6d-d284-45cc-842b-b2208a349703,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
588d4cc0-7b0e-40fe-8795-b652ef099acb,ocean_roro,eb0e7c05-64e7-46b9-b827-da17cdaf1b15,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
7507c67b-d89c-4e41-8dd5-7ea243a05f49,ocean_roro,2a9eb663-2589-4785-8be6-c05690ec948d,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
ac1184a2-4b5f-4e79-a5f9-daa823ce00a8,ocean_roro,951ee497-7b94-4561-8cf9-5b3a28b79558,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
2ca2d9c1-0713-4413-9024-bb44ab904cff,ocean_roro,da8fd918-c0dd-43a4-8f94-9ca4e372b146,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
c66705f6-6bd3-4973-92a2-7c86a75ff8e4,ocean_roro,ea80ecb7-b030-4fad-83a6-54fcfeddebc6,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,5aa997e2-a1fe-435a-a3df-78997fb4e0ab
633b5bf1-4473-41b5-b507-77cff5623ac8,ocean_breakbulk,eb0e7c05-64e7-46b9-b827-da17cdaf1b15,false,true,0,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
d43fc441-5a8b-4943-ada3-0186bfe180ae,ocean_breakbulk,1d02e82a-24c3-42b4-9ce2-f41e27c42022,false,true,0,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
56429453-f4ab-42fd-8e2d-a42c8bd98ecf,ocean_breakbulk,31fdf1e8-156f-4b09-8e1e-6fba4c66dd3b,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
38ac5794-77b5-4ca0-9104-47d5aa14f26c,ocean_breakbulk,3f1d840d-f337-4a33-8ff6-946501f5f072,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
3f2d8c1c-9b84-426d-bd20-222fc5b028ed,ocean_breakbulk,502187d0-b8ac-4a1a-861e-9587dce31619,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
f4c30042-919f-4481-96ed-18038d47b951,ocean_breakbulk,d3643f6d-d284-45cc-842b-b2208a349703,false,true,10,[object Object],37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
401253ef-945b-4b15-9bdb-9d13057a389e,ocean_breakbulk,2a9eb663-2589-4785-8be6-c05690ec948d,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
ce22659a-84f5-4e29-8241-2cedac2888e0,ocean_breakbulk,951ee497-7b94-4561-8cf9-5b3a28b79558,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
d1c088cb-ef98-4bc3-b4ca-2d58c63980ea,ocean_breakbulk,ae10063a-eb4a-4e04-9951-59f117fa7328,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
5dbf4af2-0114-415a-af19-b307ab70ef3f,ocean_breakbulk,da8fd918-c0dd-43a4-8f94-9ca4e372b146,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
a8cadb8f-8e65-4959-b303-21484f40e8ec,ocean_breakbulk,ea80ecb7-b030-4fad-83a6-54fcfeddebc6,false,true,10,[object Object],9e2686ba-ef3c-42df-aea6-dcc880436b9f,2025-11-11T02:10:04.548779+00:00,2025-11-11T02:10:04.548779+00:00,0b2fc9bc-a2ba-4c2f-9fe3-aafb70d70982
